deck	version	opponent	result	went_first	start_quality	opening_hand_quality	sequencing_quality	issue_tags	positive_tags	custom_tags	notes_flag	match_date
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	win	second	great	okay	good		good prize plan|favorable matchup	beta:wall crack	yes	2026-04-22
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	win	second	great	bad	good		good prize plan|favorable matchup	beta:wall crack	yes	2026-04-23
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	win	first	okay	good	bad		good prize plan|strong recovery	beta:wall crack	yes	2026-04-24
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	win	second	great	good	bad		good prize plan|strong recovery	beta:wall crack	yes	2026-04-25
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	loss	second	okay	okay	good	poor prize trade|tempo loss		beta:wall crack	yes	2026-04-26
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	loss	second	great	good	good	poor prize trade|supporter drought		beta:wall crack	yes	2026-04-27
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	loss	first	bad	okay	okay	poor prize trade		beta:wall crack	yes	2026-04-28
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	loss	second	okay	great	okay	poor prize trade|missed setup		beta:wall crack	yes	2026-04-29
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	loss	second	good	great	good	poor prize trade|tempo loss		beta:wall crack	yes	2026-04-30
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	tie	second	good	good	good		good prize plan	beta:wall crack	yes	2026-05-01
Playtest 1000 - Dragapult Dusknoir	v4 Late-Cycle	Crustle	tie	first	great	great	good	supporter drought		beta:wall crack	yes	2026-05-02
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	win	unknown	great	good	good		clean sequencing|key tech mattered	beta:small edge	yes	2026-05-03
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	win	second	good	good	great		clean sequencing|strong recovery	beta:small edge	yes	2026-05-04
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	win	first	good	okay	bad		clean sequencing|strong recovery	beta:small edge	yes	2026-05-05
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	win	unknown	okay	great	good		clean sequencing|key tech mattered	beta:small edge	yes	2026-05-06
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	win	first	bad	good	good		clean sequencing|key tech mattered	beta:small edge	yes	2026-05-07
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	win	second	bad	bad	good		clean sequencing|favorable matchup	beta:small edge	yes	2026-05-08
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	win	unknown	good	good	good		clean sequencing|favorable matchup	beta:small edge	yes	2026-05-09
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	loss	second	great	great	good	tempo loss|missed setup		beta:small edge	yes	2026-05-10
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	loss	first	great	good	good	tempo loss|poor prize trade		beta:small edge	yes	2026-05-11
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	loss	unknown	bad	good	good	tempo loss|poor prize trade		beta:small edge	yes	2026-05-12
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	loss	first	great	great	great	tempo loss|missed setup		beta:small edge	yes	2026-05-13
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	loss	second	good	good	good	tempo loss|poor prize trade		beta:small edge	yes	2026-05-14
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	tie	unknown	good	great	good	supporter drought		beta:small edge	yes	2026-05-15
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	tie	second	good	okay	good			beta:small edge	yes	2026-05-16
Playtest 1000 - Dragapult Dusknoir	v3 Prize Mapping	N's Zoroark	tie	first	great	good	okay	supporter drought	good prize plan	beta:small edge	yes	2026-05-17
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	win	unknown	good	good	good		good prize plan|favorable matchup	beta:grass squeeze	yes	2026-05-18
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	win	second	good	okay	good		good prize plan|favorable matchup	beta:grass squeeze	yes	2026-05-19
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	win	first	okay	bad	okay		good prize plan|key tech mattered	beta:grass squeeze	yes	2026-05-20
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	win	second	bad	good	good		good prize plan|favorable matchup	beta:grass squeeze	yes	2026-05-21
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	win	unknown	bad	bad	good		good prize plan|favorable matchup	beta:grass squeeze	yes	2026-05-22
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	win	second	great	okay	good		good prize plan|key tech mattered	beta:grass squeeze	yes	2026-05-23
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	loss	first	okay	bad	good	bench pressure|bad sequencing		beta:grass squeeze	yes	2026-05-24
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	loss	second	bad	good	good	bench pressure|bad sequencing		beta:grass squeeze	yes	2026-05-25
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	loss	unknown	great	good	great	bench pressure|bad sequencing		beta:grass squeeze	yes	2026-05-26
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	loss	second	okay	okay	great	bench pressure|bad sequencing		beta:grass squeeze	yes	2026-05-27
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	loss	first	good	good	great	bench pressure|bad sequencing		beta:grass squeeze	yes	2026-05-28
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	loss	second	okay	good	okay	bench pressure|bad sequencing		beta:grass squeeze	yes	2026-05-29
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	tie	unknown	great	great	okay	supporter drought	good prize plan	beta:grass squeeze	yes	2026-05-30
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	tie	second	great	bad	good	supporter drought	strong recovery	beta:grass squeeze	yes	2026-05-31
Playtest 1000 - Dragapult Dusknoir	v2 Consistency	Ogerpon Meganium Hydrapple	tie	first	great	okay	bad	supporter drought		beta:grass squeeze	yes	2026-06-01
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	win	unknown	good	good	okay		key tech mattered|strong setup	beta:clean pressure	yes	2026-06-02
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	win	second	good	good	okay		key tech mattered|strong setup	beta:clean pressure	yes	2026-06-03
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	win	first	great	good	okay		key tech mattered|strong setup	beta:clean pressure	yes	2026-06-04
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	win	second	okay	great	good		key tech mattered|strong setup	beta:clean pressure	yes	2026-06-05
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	win	first	good	great	good		key tech mattered|strong setup	beta:clean pressure	yes	2026-06-06
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	win	second	great	good	good		key tech mattered|strong setup	beta:clean pressure	yes	2026-01-18
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	win	unknown	good	bad	great		key tech mattered|strong setup	beta:clean pressure	yes	2026-01-19
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	win	second	great	great	okay		key tech mattered|strong setup	beta:clean pressure	yes	2026-01-20
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	win	first	good	good	good		key tech mattered|strong setup	beta:clean pressure	yes	2026-01-21
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	win	second	good	good	good		key tech mattered|strong setup	beta:clean pressure	yes	2026-01-22
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	win	first	okay	good	bad		key tech mattered|strong setup	beta:clean pressure	yes	2026-01-23
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	loss	second	great	bad	okay	supporter drought		beta:clean pressure	yes	2026-01-24
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	loss	unknown	good	okay	good	supporter drought		beta:clean pressure	yes	2026-01-25
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	loss	second	okay	bad	okay	supporter drought		beta:clean pressure	yes	2026-01-26
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	loss	first	good	okay	good	supporter drought|poor prize trade		beta:clean pressure	yes	2026-01-27
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	loss	second	bad	bad	okay	supporter drought|missed setup		beta:clean pressure	yes	2026-01-28
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	tie	first	good	good	great		good prize plan	beta:clean pressure	yes	2026-01-29
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	tie	second	good	bad	good		strong recovery	beta:clean pressure	yes	2026-01-30
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	tie	unknown	good	great	okay	tempo loss	good prize plan	beta:clean pressure	yes	2026-01-31
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Raging Bolt	tie	second	good	good	okay		strong recovery	beta:clean pressure	yes	2026-02-01
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	win	unknown	great	good	great		strong recovery	beta:clear route	yes	2026-02-02
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	win	second	good	good	bad		strong recovery	beta:clear route	yes	2026-02-03
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	win	first	great	bad	good		strong recovery	beta:clear route	yes	2026-02-04
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	win	second	okay	great	great		strong recovery|key tech mattered	beta:clear route	yes	2026-02-05
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	win	first	good	okay	good		strong recovery|key tech mattered	beta:clear route	yes	2026-02-06
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	win	unknown	okay	good	great		strong recovery	beta:clear route	yes	2026-02-07
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	win	first	great	okay	good		strong recovery|favorable matchup	beta:clear route	yes	2026-02-08
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	win	second	okay	good	okay		strong recovery|key tech mattered	beta:clear route	yes	2026-02-09
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	win	first	good	good	bad		strong recovery|favorable matchup	beta:clear route	yes	2026-02-10
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	win	second	good	good	okay		strong recovery|key tech mattered	beta:clear route	yes	2026-02-11
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	win	unknown	good	good	good		strong recovery|favorable matchup	beta:clear route	yes	2026-02-12
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	win	second	good	good	good		strong recovery|key tech mattered	beta:clear route	yes	2026-02-13
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	loss	first	bad	okay	good	stadium lock|tempo loss		beta:clear route	yes	2026-02-14
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	loss	second	good	good	okay	stadium lock|poor prize trade		beta:clear route	yes	2026-02-15
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	loss	first	good	okay	good	stadium lock|supporter drought		beta:clear route	yes	2026-02-16
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	loss	unknown	okay	okay	good	stadium lock|supporter drought		beta:clear route	yes	2026-02-17
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	loss	first	okay	good	good	stadium lock|missed setup		beta:clear route	yes	2026-02-18
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	tie	second	okay	good	okay		good prize plan	beta:clear route	yes	2026-02-19
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	tie	first	okay	good	good	supporter drought		beta:clear route	yes	2026-02-20
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	Charizard ex	tie	second	good	great	good		good prize plan	beta:clear route	yes	2026-02-21
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	win	second	good	great	bad		strong setup|strong recovery	beta:slow pivot	yes	2026-02-22
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	win	second	good	good	bad		strong setup|key tech mattered	beta:slow pivot	yes	2026-02-23
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	win	first	good	great	good		strong setup|favorable matchup	beta:slow pivot	yes	2026-02-24
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	win	second	good	good	good		strong setup|key tech mattered	beta:slow pivot	yes	2026-02-25
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	win	first	good	great	okay		strong setup|favorable matchup	beta:slow pivot	yes	2026-02-26
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	win	second	good	good	okay		strong setup|strong recovery	beta:slow pivot	yes	2026-02-27
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	loss	second	great	good	bad	bad sequencing|supporter drought		beta:slow pivot	yes	2026-02-28
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	loss	second	bad	good	good	bad sequencing|supporter drought		beta:slow pivot	yes	2026-03-01
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	loss	first	great	okay	good	bad sequencing|poor prize trade		beta:slow pivot	yes	2026-03-02
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	loss	second	good	good	good	bad sequencing|supporter drought		beta:slow pivot	yes	2026-03-03
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	loss	first	good	good	good	bad sequencing|poor prize trade		beta:slow pivot	yes	2026-03-04
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	loss	second	okay	okay	good	bad sequencing|poor prize trade		beta:slow pivot	yes	2026-03-05
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	tie	second	great	good	great	supporter drought	good prize plan	beta:slow pivot	yes	2026-03-06
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	tie	second	great	good	good	supporter drought		beta:slow pivot	yes	2026-03-07
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Slowking	tie	first	good	good	good		good prize plan	beta:slow pivot	yes	2026-03-08
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	N's Zoroark	win	unknown	great	good	good		clean sequencing|favorable matchup	beta:trade route	yes	2026-03-09
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	N's Zoroark	win	second	okay	bad	okay		clean sequencing|strong recovery	beta:trade route	yes	2026-03-10
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	N's Zoroark	win	first	okay	good	great		clean sequencing|strong recovery	beta:trade route	yes	2026-03-11
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	N's Zoroark	win	second	good	bad	good		clean sequencing|key tech mattered	beta:trade route	yes	2026-03-12
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	N's Zoroark	win	unknown	good	good	good		clean sequencing|favorable matchup	beta:trade route	yes	2026-03-13
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	N's Zoroark	loss	second	good	bad	good	prize map error|poor prize trade		beta:trade route	yes	2026-03-14
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	N's Zoroark	loss	first	bad	good	okay	prize map error|poor prize trade		beta:trade route	yes	2026-03-15
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	N's Zoroark	loss	second	good	great	great	prize map error|poor prize trade		beta:trade route	yes	2026-03-16
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	N's Zoroark	tie	unknown	great	good	okay			beta:trade route	yes	2026-03-17
Playtest 1000 - Mega Greninja Tempo	v2 Cleaner Counts	N's Zoroark	tie	second	good	good	good		strong recovery	beta:trade route	yes	2026-03-18
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Rocket's Honchkrow	win	second	good	good	bad		strong setup|key tech mattered	beta:flier tax	yes	2026-03-19
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Rocket's Honchkrow	win	unknown	okay	great	good		strong setup|favorable matchup	beta:flier tax	yes	2026-03-20
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Rocket's Honchkrow	loss	second	okay	okay	good	matchup knowledge|tempo loss		beta:flier tax	yes	2026-03-21
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Rocket's Honchkrow	loss	unknown	bad	okay	great	matchup knowledge|poor prize trade		beta:flier tax	yes	2026-03-22
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Rocket's Honchkrow	loss	second	okay	okay	good	matchup knowledge|tempo loss		beta:flier tax	yes	2026-03-23
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Rocket's Honchkrow	loss	unknown	bad	bad	good	matchup knowledge|missed setup		beta:flier tax	yes	2026-03-24
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Rocket's Honchkrow	loss	second	great	okay	good	matchup knowledge|tempo loss		beta:flier tax	yes	2026-03-25
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Rocket's Honchkrow	tie	unknown	great	great	bad			beta:flier tax	yes	2026-03-26
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Rocket's Honchkrow	tie	second	good	bad	good	tempo loss		beta:flier tax	yes	2026-03-27
Playtest 1000 - Mega Greninja Tempo	v1 Raw Tempo	Rocket's Honchkrow	tie	unknown	good	good	okay		good prize plan	beta:flier tax	yes	2026-03-28
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	win	first	good	great	great		good prize plan|favorable matchup	beta:first swing	yes	2026-03-29
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	win	first	good	good	okay		good prize plan|key tech mattered	beta:first swing	yes	2026-03-30
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	win	first	okay	good	good		good prize plan|favorable matchup	beta:first swing	yes	2026-03-31
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	win	first	great	great	okay		good prize plan|favorable matchup	beta:first swing	yes	2026-04-01
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	win	first	good	good	bad		good prize plan|favorable matchup	beta:first swing	yes	2026-04-02
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	win	first	good	good	good		good prize plan|key tech mattered	beta:first swing	yes	2026-04-03
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	win	first	good	bad	okay		good prize plan|favorable matchup	beta:first swing	yes	2026-04-04
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	win	first	good	good	good		good prize plan|key tech mattered	beta:first swing	yes	2026-04-05
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	win	first	good	good	bad		good prize plan|strong recovery	beta:first swing	yes	2026-04-06
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	win	first	bad	okay	good		good prize plan|key tech mattered	beta:first swing	yes	2026-04-07
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	win	first	okay	good	good		good prize plan|key tech mattered	beta:first swing	yes	2026-04-08
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	win	second	okay	good	good		good prize plan|key tech mattered	beta:first swing	yes	2026-04-09
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	loss	unknown	good	bad	bad	missed setup|poor prize trade		beta:first swing	yes	2026-04-10
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	loss	second	okay	okay	good	missed setup		beta:first swing	yes	2026-04-11
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	loss	second	good	okay	great	missed setup|tempo loss		beta:first swing	yes	2026-04-12
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	loss	second	good	bad	bad	missed setup|supporter drought		beta:first swing	yes	2026-04-13
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	loss	unknown	good	bad	okay	missed setup|tempo loss		beta:first swing	yes	2026-04-14
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	tie	second	great	bad	good	supporter drought		beta:first swing	yes	2026-04-15
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	tie	second	good	okay	good			beta:first swing	yes	2026-04-16
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Slowking	tie	second	good	great	great	supporter drought		beta:first swing	yes	2026-04-17
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	win	first	good	great	great		strong recovery|key tech mattered	beta:awkward opener	yes	2026-04-18
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	win	first	good	good	good		strong recovery|favorable matchup	beta:awkward opener	yes	2026-04-19
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	win	first	good	bad	good		strong recovery|key tech mattered	beta:awkward opener	yes	2026-04-20
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	win	first	great	good	okay		strong recovery	beta:awkward opener	yes	2026-04-21
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	win	first	great	okay	good		strong recovery|key tech mattered	beta:awkward opener	yes	2026-04-22
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	win	first	good	good	good		strong recovery|key tech mattered	beta:awkward opener	yes	2026-04-23
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	win	first	great	good	good		strong recovery|key tech mattered	beta:awkward opener	yes	2026-04-24
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	loss	first	good	good	good	missed setup|item lock		beta:awkward opener	yes	2026-04-25
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	loss	first	great	bad	okay	missed setup|item lock		beta:awkward opener	yes	2026-04-26
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	loss	first	okay	okay	good	missed setup|item lock		beta:awkward opener	yes	2026-04-27
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	loss	unknown	bad	okay	good	missed setup|item lock		beta:awkward opener	yes	2026-04-28
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	loss	second	great	great	okay	missed setup|item lock		beta:awkward opener	yes	2026-04-29
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	loss	second	good	bad	good	missed setup|item lock		beta:awkward opener	yes	2026-04-30
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	loss	second	okay	great	great	missed setup|item lock		beta:awkward opener	yes	2026-05-01
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	loss	second	good	bad	good	missed setup|item lock		beta:awkward opener	yes	2026-05-02
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	loss	unknown	okay	okay	okay	missed setup|item lock		beta:awkward opener	yes	2026-05-03
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	tie	second	okay	great	good		strong recovery	beta:awkward opener	yes	2026-05-04
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	tie	second	bad	okay	great			beta:awkward opener	yes	2026-05-05
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	tie	second	good	good	great		strong recovery	beta:awkward opener	yes	2026-05-06
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Mega Greninja	tie	second	okay	good	great			beta:awkward opener	yes	2026-05-07
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	win	first	great	good	good		good prize plan|strong recovery	beta:wall math	yes	2026-05-08
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	win	first	good	good	great		good prize plan|key tech mattered	beta:wall math	yes	2026-05-09
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	win	first	great	great	great		good prize plan|key tech mattered	beta:wall math	yes	2026-05-10
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	win	first	bad	okay	good		good prize plan|key tech mattered	beta:wall math	yes	2026-05-11
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	win	first	okay	good	okay		good prize plan|strong recovery	beta:wall math	yes	2026-05-12
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	win	first	great	bad	good		good prize plan|strong recovery	beta:wall math	yes	2026-05-13
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	win	first	good	okay	good		good prize plan|favorable matchup	beta:wall math	yes	2026-05-14
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	win	first	good	good	good		good prize plan|favorable matchup	beta:wall math	yes	2026-05-15
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	loss	second	bad	good	good	poor prize trade|missed setup		beta:wall math	yes	2026-05-16
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	loss	unknown	okay	great	okay	poor prize trade|missed setup		beta:wall math	yes	2026-05-17
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	loss	second	good	okay	okay	poor prize trade|tempo loss		beta:wall math	yes	2026-05-18
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	loss	second	bad	okay	good	poor prize trade|supporter drought		beta:wall math	yes	2026-05-19
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	tie	unknown	great	good	good			beta:wall math	yes	2026-05-20
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	tie	second	good	great	good		good prize plan	beta:wall math	yes	2026-05-21
Playtest 1000 - Charizard Pressure	v1 Straight	Crustle	tie	second	okay	good	bad			beta:wall math	yes	2026-05-22
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Ogerpon Meganium Hydrapple	win	unknown	bad	okay	good		clean sequencing|favorable matchup	beta:grass tax	yes	2026-05-23
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Ogerpon Meganium Hydrapple	win	second	okay	good	good		clean sequencing|favorable matchup	beta:grass tax	yes	2026-05-24
Playtest 1000 - Charizard Pressure	v2 Item Lock Prep	Ogerpon Meganium Hydrapple	win	first	good	okay	good		clean sequencing|key tech mattered	beta:grass tax	yes	2026-05-25
