match_id	deck	version	played_at	opponent	result	turn_order	start_quality	opening_hand_quality	sequencing_quality	issue_tags	positive_tags	cards_shined	cards_failed	game_context	session_or_event	focus_matchup	notes
4c5403f0-5d3e-42bb-9c2d-51b703f3d284	Playtest 200 - Charizard Pressure	v2 Item Lock Prep	2026-04-25T19:55:00.000Z	Rogue decks	tie	second	good	good	great		strong recovery			testing	Zard rogue cleanup		Rogue decks tie. Need one cleaner turn to convert this sample into a read.
81f33756-043b-460c-aeae-16941255a0c9	Playtest 200 - Rogue Box	v1 Meta Soup	2026-04-26T09:08:00.000Z	Charizard ex	win	unknown	great	okay	bad		key tech mattered			testing	Rogue chaos		Beat Charizard ex. key tech mattered carried the middle turns.
6b819d6b-9f88-4ce4-8c7b-9e439e683000	Playtest 200 - Rogue Box	v1 Meta Soup	2026-04-27T10:21:00.000Z	Charizard ex	loss	second	bad	bad	okay	matchup knowledge|supporter drought				testing	Rogue chaos		v1 Meta Soup dropped a game to Charizard ex. matchup knowledge and supporter drought showed up again.
53e2ee24-f385-4c11-be1f-874168b7ff61	Playtest 200 - Rogue Box	v1 Meta Soup	2026-04-28T11:34:00.000Z	Charizard ex	tie	unknown	good	okay	great	tempo loss				testing	Rogue chaos		Timed tie vs Charizard ex. Game stayed close but the prize race never broke open.
e33f8e7f-3287-424d-9c9f-e06a0315479f	Playtest 200 - Rogue Box	v1 Meta Soup	2026-04-29T12:47:00.000Z	Charizard ex	loss	first	okay	okay	bad	matchup knowledge|tempo loss				testing	Rogue chaos		Lost to Charizard ex. matchup knowledge snowballed before Playtest 200 - Rogue Box stabilized.
12e7bc91-3f03-48f4-80b3-d587cef2a869	Playtest 200 - Rogue Box	v1 Meta Soup	2026-04-30T13:00:00.000Z	Charizard ex	win	unknown	good	okay	bad		key tech mattered|favorable matchup			testing	Rogue chaos		v1 Meta Soup held together into Charizard ex. key tech mattered and favorable matchup were real.
66972abb-13d7-457d-8a65-59077236b2b0	Playtest 200 - Rogue Box	v2 Trimmed Soup	2026-05-01T14:13:00.000Z	Mega Greninja	loss	second	okay	good	good	prize map error|tempo loss				testing	Rogue trimmed sample		Lost to Mega Greninja. prize map error snowballed before Playtest 200 - Rogue Box stabilized.
310c6b26-0cdc-4fc5-9d9e-1cef242d2463	Playtest 200 - Rogue Box	v2 Trimmed Soup	2026-05-02T15:26:00.000Z	Mega Greninja	tie	unknown	bad	good	bad	tempo loss				testing	Rogue trimmed sample		Mega Greninja tie. Need one cleaner turn to convert this sample into a read.
13597d8d-763f-4163-857b-4d5f22c000a5	Playtest 200 - Rogue Box	v2 Trimmed Soup	2026-05-03T16:39:00.000Z	Mega Greninja	win	unknown	okay	okay	great		strong recovery			testing	Rogue trimmed sample		Win vs Mega Greninja. strong recovery mattered more than expected.
40af82ac-c770-4ec2-ad87-f2c4aa60f3e7	Playtest 200 - Rogue Box	v2 Trimmed Soup	2026-05-04T17:52:00.000Z	Mega Greninja	loss	second	good	good	okay	prize map error|supporter drought				testing	Rogue trimmed sample		Lost to Mega Greninja. prize map error snowballed before Playtest 200 - Rogue Box stabilized.
b7cacdc4-60af-4832-bd1a-f11e3c6430b1	Playtest 200 - Rogue Box	v2 Trimmed Soup	2026-05-05T18:05:00.000Z	Mega Greninja	tie	unknown	great	good	bad					testing	Rogue trimmed sample		Timed tie vs Mega Greninja. Game stayed close but the prize race never broke open.
fbe2cfd8-8820-448e-a799-d746698a040b	Playtest 200 - Control Counterlab	v1 Counter Package	2026-05-06T19:18:00.000Z	Charizard ex	win	second	okay	okay	good		good prize plan|favorable matchup	Temple of Sinnoh		testing	Counterlab lock reps		Beat Charizard ex. good prize plan carried the middle turns.
10c70382-0c53-415c-bf94-085fb81f4ed8	Playtest 200 - Control Counterlab	v1 Counter Package	2026-05-07T09:31:00.000Z	Charizard ex	loss	first	good	good	good	Item Lock|supporter drought			Gholdengo ex	testing	Counterlab lock reps		v1 Counter Package dropped a game to Charizard ex. Item Lock and supporter drought showed up again.
75fc2abb-6a44-45a7-b055-7e9b8e028fb2	Playtest 200 - Control Counterlab	v1 Counter Package	2026-05-08T10:44:00.000Z	Charizard ex	loss	second	okay	bad	okay	Item Lock|supporter drought			Gholdengo ex	testing	Counterlab lock reps		Another Charizard ex loss. Need to review Item Lock before the next sample.
deb9bcd4-24fd-4966-ac7e-2ec583bd040e	Playtest 200 - Control Counterlab	v1 Counter Package	2026-05-09T11:57:00.000Z	Charizard ex	loss	first	great	good	good	Item Lock|supporter drought			Gholdengo ex	testing	Counterlab lock reps		Lost to Charizard ex. Item Lock snowballed before Playtest 200 - Control Counterlab stabilized.
bd79abb7-8926-452c-9657-0f73bd200ecc	Playtest 200 - Control Counterlab	v1 Counter Package	2026-05-10T12:10:00.000Z	Charizard ex	loss	second	great	good	okay	Item Lock|supporter drought			Gholdengo ex	testing	Counterlab lock reps		v1 Counter Package dropped a game to Charizard ex. Item Lock and supporter drought showed up again.
f01d0e74-bc90-4d26-8853-402dfb33d43d	Playtest 200 - Control Counterlab	v1 Counter Package	2026-05-11T13:23:00.000Z	Charizard ex	loss	first	bad	good	okay	Item Lock|supporter drought			Gholdengo ex	testing	Counterlab lock reps		Another Charizard ex loss. Need to review Item Lock before the next sample.
28159768-2353-45d1-90e7-986570901b7c	Playtest 200 - Control Counterlab	v1 Counter Package	2026-05-12T14:36:00.000Z	Charizard ex	tie	second	great	okay	okay	tempo loss	good prize plan			testing	Counterlab lock reps		Timed tie vs Charizard ex. Game stayed close but the prize race never broke open.
ac5e4b41-f28f-4245-b135-0af8f09b0edc	Playtest 200 - Control Counterlab	v1 Counter Package	2026-05-13T15:49:00.000Z	Charizard ex	loss	first	good	good	good	Item Lock|missed setup			Gholdengo ex	testing	Counterlab lock reps		v1 Counter Package dropped a game to Charizard ex. Item Lock and missed setup showed up again.
2857d3c0-46c0-497b-b196-b3c36ea8bc90	Playtest 200 - Control Counterlab	v2 Ladder Tech	2026-05-14T16:02:00.000Z	Raging Bolt	win	unknown	good	bad	great		strong recovery			testing	Counterlab ladder mix		Beat Raging Bolt. strong recovery carried the middle turns.
0845b6aa-512e-4595-942e-da6ad5590db6	Playtest 200 - Control Counterlab	v2 Ladder Tech	2026-05-15T17:15:00.000Z	Raging Bolt	win	second	okay	great	good		strong recovery|key tech mattered			testing	Counterlab ladder mix		v2 Ladder Tech held together into Raging Bolt. strong recovery and key tech mattered were real.
d9dc16b9-b53b-43ec-9afc-13c55e4b6352	Playtest 200 - Control Counterlab	v2 Ladder Tech	2026-05-16T18:28:00.000Z	Raging Bolt	loss	second	good	okay	bad	Item Lock|tempo loss				testing	Counterlab ladder mix		Another Raging Bolt loss. Need to review Item Lock before the next sample.
1eea2679-901e-4f11-9e22-2b5e5aac072d	Playtest 200 - Control Counterlab	v2 Ladder Tech	2026-05-17T19:41:00.000Z	Raging Bolt	loss	unknown	good	okay	good	Item Lock|missed setup				testing	Counterlab ladder mix		Lost to Raging Bolt. Item Lock snowballed before Playtest 200 - Control Counterlab stabilized.
d24915e3-4ffc-4f3f-b44d-3ab65a5dbd6d	Playtest 200 - Control Counterlab	v2 Ladder Tech	2026-05-18T09:54:00.000Z	Raging Bolt	loss	second	okay	bad	good	Item Lock|tempo loss				testing	Counterlab ladder mix		v2 Ladder Tech dropped a game to Raging Bolt. Item Lock and tempo loss showed up again.
43688714-c3bc-4e7c-a070-7efdfc9ecd50	Playtest 200 - Control Counterlab	v2 Ladder Tech	2026-05-19T10:07:00.000Z	Raging Bolt	tie	second	good	good	okay		good prize plan			testing	Counterlab ladder mix		Raging Bolt tie. Need one cleaner turn to convert this sample into a read.
